Property.Address.Longitude,Property.Address.Latitude,Price,SizeInternal,Price/SizeInternal_frozen,Building.BathroomTotal,Building.Bedrooms,Building.StoriesTotal,Building.Type,Property.Price,Property.Type,Property.Address.AddressText,Property.Parking[0].Name,Property.ParkingSpaceTotal,Property.TypeId,Property.ZoningType,Property.AmmenitiesNearBy,Property.ParkingType,PostalCode,Building.SizeExterior,Property.Parking[1].Name,Property.OwnershipType,Property.Parking[2].Name,Building.UnitTotal
-73.698478,45.501231,565000,1689.9323,334,3,3,8,Apartment,"$565,000",Single Family,"2750 Boul. de la Côte-Vertu|#606|Montréal (Saint-Laurent), Quebec H4R2P3",Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Garage,H4R2P3,,,Condominium/Strata,,
-73.53670394,45.4651156,459000,1386,331,2,3,14,Apartment,"$459,000",Single Family,"30 Rue Berlioz|#415|Montréal (Verdun/Île-des-Soeurs), Quebec H3E1L3",Integrated Garage,1,300,Residential,"Highway, Golf Course, Park, Schools, Public Transit","Integrated Garage, Garage",H3E1L3,,Garage,Condominium/Strata,,
-73.55519,45.533891,499750,1510,330,2,5,3,Apartment,"$499,750",Single Family,"2172-2174 Rue Frontenac|Montréal (Ville-Marie), Quebec H2K2Z3",,,300,Residential,"Highway, CEGEP, Schools, Public Transit",,H2K2Z3,,,Condominium/Strata,,
-73.491579,45.412516,485000,1479,327,2,3,3,Apartment,"$485,000",Single Family,"540 Rue Brossard|La Prairie, Quebec J5R2T9",Detached Garage,2,300,Residential,"CEGEP, Park, Schools, Public Transit","Detached Garage, Garage",J5R2T9,,Garage,Condominium/Strata,,
-73.74515402,45.43991594,520000,1588,327,2,4,1,House,"$520,000",Single Family,"135 Av. Lepage|Dorval, Quebec H9S3E5",Other,4,300,Residential,Highway,Other,H9S3E5,914 sqft,,,,
-73.51548628,45.53239722,649000,1985,326,2,4,2,Apartment,"$649,000",Single Family,"174 Boul. Quinn|Longueuil (Le Vieux-Longueuil), Quebec J4H2M8",Garage,2,300,Residential,"Highway, CEGEP, Schools, Public Transit, University","Garage, Other",J4H2M8,,Other,Condominium/Strata,,
-73.51284573,45.53345003,649000,1985,326,2,4,1,House,"$649,000",Single Family,"174Z Boul. Quinn|Longueuil (Le Vieux-Longueuil), Quebec J4H2M8",Garage,2,300,,"Highway, CEGEP, Hospital, Schools, Public Transit, University","Garage, Other",J4H2M8,,Other,,,
-73.53342608,45.38735418,361175,1107,326,2,3,7,Apartment,"$361,175 +  GST +  QST",Single Family,"64 Ch. St-François-Xavier|#118|Candiac, Quebec J5R5V4",Garage,1,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit",Garage,J5R5V4,,,Condominium/Strata,,
-73.631083,45.471014,659000,2023.6132,325,2,3,2,Apartment,"$659,000",Single Family,"6152 Rue de Terrebonne|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H4B1A3",Other,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",Other,H4B1A3,,,Undivided Co-ownership,,
-73.59886,45.452146,649000,2000,324,2,5,2,House,"$649,000",Single Family,"6582Z-6584Z Rue Hurteau|Montréal (Le Sud-Ouest), Quebec H4E2Y6",,,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University",,H4E2Y6,,,,,
-73.754902,45.527111,640000,1991.3215,321,3,5,2,House,"$640,000",Single Family,"176 Crois. de l'Arcade|Laval (Chomedey), Quebec H7W4Y3",Garage,7,300,Residential,"Highway, Park, Schools","Garage, Integrated Garage, Other",H7W4Y3,,Integrated Garage,,Other,
-73.663899,45.441866,520000,1620,320,2,3,2,House,"$520,000",Single Family,"19Z Rue Provost|Montréal (Lachine), Quebec H8S1L3",Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Garage, Integrated Garage",H8S1L3,,Integrated Garage,,,
-73.502983,45.520852,491411,1532,320,2,4,2,House,"$491,411 +  GST +  QST",Single Family,"1019Z Rue St-Georges (Longueuil)|Longueuil (Le Vieux-Longueuil), Quebec J4K3Z4",Other,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit, University",Other,J4K3Z4,,,,,
-73.48946537,45.43205293,379000,1183,320,2,3,3,Apartment,"$379,000",Single Family,"9512 Rue Riverin|Brossard, Quebec J4X3A8",Integrated Garage,2,300,Residential,"Highway, Schools, Public Transit","Integrated Garage, Garage",J4X3A8,,Garage,Condominium/Strata,,
-73.601014,45.432997,699000,2191,319,2,3,2,House,"$699,000",Single Family,"7603 Rue Broadway|Montréal (LaSalle), Quebec H8P1H2",Other,2,300,Residential,"Highway, Park, Schools, Public Transit",Other,H8P1H2,1118 sqft,,,,
-73.50845413,45.4037811,343800,1097.9178,313,2,4,2,House,"$343,800 +  GST +  QST",Single Family,"295 Rue Léon-Bloy O.|La Prairie, Quebec J5R3G5",Other,2,300,Residential,,Other,J5R3G5,51.05 m2,,,,
-73.607195,45.432945,459000,1477,310,2,3,3,Apartment,"$459,000",Single Family,"1018 Rue Thierry|Montréal (LaSalle), Quebec H8N2Y6",Garage,1,300,Residential,"CEGEP, Hospital, Park",Garage,H8N2Y6,,,Condominium/Strata,,
-73.64086817,45.43512543,682000,2195.8356,310,2,3,2,Duplex,"$682,000",Single Family,"517-519 Rue d'Oka|Montréal (LaSalle), Quebec H8R3E2",Garage,1,300,Residential,,"Garage, Integrated Garage",H8R3E2,,Integrated Garage,,,2
-73.5095,45.404041,339000,1097.9178,308,2,3,2,House,"$339,000 +  GST +  QST",Single Family,"242 Rue Léon-Bloy O.|La Prairie, Quebec J5R3G5",Other,1,300,Residential,,Other,J5R3G5,51.05 m2,,,,
-73.777067,45.53317,639000,2088.1965999999998,306,2,4,2,House,"$639,000",Single Family,"5128 Av. Charlevoix|Laval (Chomedey), Quebec H7W1J9",,,300,Residential,,,H7W1J9,194.8 m2,,,,
-73.60709,45.432943,459000,1528.4738,300,2,3,2,Apartment,"$459,000",Single Family,"1014 Rue Thierry|Montréal (LaSalle), Quebec H8N2Y6",Integrated Garage,1,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage",H8N2Y6,,Garage,Condominium/Strata,,
-73.53355483,45.38738432,335734,1134,296,2,3,7,Apartment,"$335,734 +  GST +  QST",Single Family,"64 Ch. St-François-Xavier|#211|Candiac, Quebec J5R5V4",Garage,1,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit",Garage,J5R5V4,,,Condominium/Strata,,
-73.576512,45.456626,599000,2024,295,2,4,4,Apartment,"$599,000",Single Family,"4941 Rue Bannantyne|#1|Montréal (Verdun/Île-des-Soeurs), Quebec H4G3G5",Other,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",Other,H4G3G5,,,Condominium/Strata,,
-73.4894694,45.45094089,659000,2228.1273,295,2,6,2,House,"$659,000",Single Family,"745 Crois. Savard|Brossard, Quebec J4X1X9",Garage,3,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Integrated Garage, Other",J4X1X9,,Integrated Garage,,Other,
-73.640047,45.496662,349000,1205.5567999999998,289,2,3,3,Apartment,"$349,000",Single Family,"4711 Av. Plamondon|#107|Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quebec H3W1E4",,,300,Residential,"Highway, CEGEP, Hospital, Schools, Public Transit, University",,H3W1E4,,,Condominium/Strata,,
-73.66952312,45.52091097,399900,1385,288,2,3,14,Apartment,"$399,900",Single Family,"725 Place Fortier|#507|Montréal (Saint-Laurent), Quebec H4L5B9",Garage,1,300,Residential,"Highway, CEGEP, Schools, Public Transit",Garage,H4L5B9,,,Condominium/Strata,,
-73.50121971,45.47879494,439000,1529,287,2,3,12,Apartment,"$439,000",Single Family,"7 Boul. Simard|#707|Saint-Lambert, Quebec J4S1Y4",Garage,2,300,Residential,"Highway, Golf Course, Park, Public Transit","Garage, Other",J4S1Y4,,Other,Condominium/Strata,,
-73.65892205,45.47445604,309000,1076.3899999999999,287,2,3,18,Apartment,"$309,000",Single Family,"5720 Boul. Cavendish|#1009|Côte-Saint-Luc, Quebec H4W1S9",Garage,1,300,Residential,,"Garage, Integrated Garage",H4W1S9,,Integrated Garage,Condominium/Strata,,
-73.496668,45.513588,434000,1516,286,2,4,2,House,"$434,000 +  GST +  QST",Single Family,"1596 Boul. La Fayette|Longueuil (Le Vieux-Longueuil), Quebec J4K3B7",Other,2,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit, University",Other,J4K3B7,758 sqft,,,,
-73.753119,45.532634,429000,1548,277,2,4,2,House,"$429,000",Single Family,"4338 5e Rue|Laval (Chomedey), Quebec H7W2E6",Integrated Garage,2,300,Residential,"Highway, CEGEP, Schools, Public Transit","Integrated Garage, Other, Garage",H7W2E6,,Other,,Garage,
-73.549389,45.391466,439000,1600,274,2,3,1,House,"$439,000",Single Family,"1075 Rue Jogues|Sainte-Catherine, Quebec J5C1T7",Other,7,300,Residential/Commercial,"Highway, Public Transit",Other,J5C1T7,1600 sqft,,,,
-73.496788,45.513628,410000,1516,270,2,4,2,House,"$410,000 +  GST +  QST",Single Family,"1592 Boul. La Fayette|Longueuil (Le Vieux-Longueuil), Quebec J4K3B7",Other,2,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit, University",Other,J4K3B7,758 sqft,,,,
-73.743915,45.533124,368900,1367.0153,269,2,3,3,Apartment,"$368,900",Single Family,"4035 Boul. Lévesque O.|#2|Laval (Chomedey), Quebec H7W2P3",Garage,5,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit, University","Garage, Integrated Garage, Other",H7W2P3,,Integrated Garage,Condominium/Strata,Other,
-73.61404405,45.43952469,696500,2593,268,3,5,2,House,"$696,500 +  GST +  QST",Single Family,"1733 Rue du Bois-des-Caryers|Montréal (LaSalle), Quebec H8N0E5",Integrated Garage,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage",H8N0E5,,Garage,,,
-73.75006349,45.39717558,395000,1498,263,2,4,2,House,"$395,000",Single Family,"479 Boul. Salaberry N.|Châteauguay, Quebec J6J4M5",Other,2,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit",Other,J6J4M5,838 sqft,,,,
-73.49712,45.513501,399000,1516,263,2,4,2,House,"$399,000 +  GST +  QST",Single Family,"1594 Boul. La Fayette|Longueuil (Le Vieux-Longueuil), Quebec J4K3B7",Other,2,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit, University",Other,J4K3B7,758 sqft,,,,
-73.549389,45.391466,439000,1668.4044999999999,263,2,3,2,Duplex,"$439,000",Single Family,"1075Z-1085 Rue Jogues|Sainte-Catherine, Quebec J5C1T7",Other,7,300,Residential,"Park, Schools, Public Transit",Other,J5C1T7,,,,,2
-73.61344496,45.43948753,691500,2653,260,3,5,2,House,"$691,500 +  GST +  QST",Single Family,"1743 Rue du Bois-des-Caryers|Montréal (LaSalle), Quebec H8N0E5",Integrated Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage",H8N0E5,,Garage,,,
-73.537231,45.465224,399000,1550,257,2,3,14,Apartment,"$399,000",Single Family,"30 Rue Berlioz|#205|Montréal (Verdun/Île-des-Soeurs), Quebec H3E1L3",Garage,1,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit","Garage, Integrated Garage",H3E1L3,,Integrated Garage,Condominium/Strata,,
-73.61358391,45.43948386,666500,2653,251,3,5,2,House,"$666,500 +  GST +  QST",Single Family,"1751 Rue du Bois-des-Caryers|Montréal (LaSalle), Quebec H8N0E5",Integrated Garage,1,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage",H8N0E5,,Garage,,,
-73.49531791,45.45933958,400000,1640,243,2,3,14,Apartment,"$400,000",Single Family,"7680 Boul. Marie-Victorin|#1005|Brossard, Quebec J4W3L2",Garage,1,300,Residential,"Highway, CEGEP, Golf Course, Park, Schools, Public Transit",Garage,J4W3L2,,,Condominium/Strata,,
-73.493435,45.459761,375000,1652,226,2,3,15,Apartment,"$375,000",Single Family,"7680 Boul. Marie-Victorin|#406|Brossard, Quebec J4W3L2",Garage,1,300,Residential,"Highway, Schools, Public Transit","Garage, Integrated Garage",J4W3L2,,Integrated Garage,Condominium/Strata,,
-73.604997,45.429721,399000,1781,224,4,8,2,House,"$399,000",Single Family,"7738-7740 Rue George|Montréal (LaSalle), Quebec H8P1C7",Other,1,300,Residential,"CEGEP, Park, Schools, Public Transit",Other,H8P1C7,,,,,
-73.48753951,45.45440243,393000,1800,218,2,3,2,House,"$393,000",Single Family,"872 Place Sardaigne|Brossard, Quebec J4X1L7",Garage,1,300,Residential,"Highway, Golf Course, Park, Public Transit","Garage, Integrated Garage",J4X1L7,,Integrated Garage,,,
-73.757774,45.542025,629000,3102,202,4,7,2,House,"$629,000",Single Family,"1202 Rue Maria|Laval (Chomedey), Quebec H7W1J7",Other,6,300,Residential,"Highway, Park, Schools","Other, Garage",H7W1J7,2484 sqft,Garage,,,
-73.503584,45.409682,650000,8200,79,5,14,1,House,"$650,000",Single Family,"60 Rue du Parc|La Prairie, Quebec J5R3A4",,,300,Residential/Commercial,,,J5R3A4,4158 sqft,,,,
-73.59305991,45.43336717,599000,28222.945799999998,21,2,4,2,House,"$599,000",Single Family,"130 Av. Alepin|Montréal (LaSalle), Quebec H8P2E1",,,300,Residential,,,H8P2E1,874 m2,,,,
-73.581044,45.395615,300000,,#ERR,2,5,1,House,"$300,000",Single Family,"1545 Rue Alfred-DesRochers|Sainte-Catherine, Quebec J5C1E3",Other,5,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5C1E3,,,,,
-73.56813142,45.39026782,305000,,#ERR,2,3,1,House,"$305,000",Single Family,"1545 Rue Brébeuf|Sainte-Catherine, Quebec J5C1V7",,,300,Residential,,,J5C1V7,84.0000,,,,
-73.4927782,45.41154175,325000,,#ERR,2,5,1,House,"$325,000",Single Family,"525 Rue Favre|La Prairie, Quebec J5R2V6",Garage,5,300,Residential,"Highway, Golf Course, Park, Schools, Public Transit","Garage, Detached Garage, Other",J5R2V6,,Detached Garage,,Other,
-73.753327,45.530166,329000,,#ERR,2,3,2,House,"$329,000",Single Family,"279 Place Samson|Laval (Chomedey), Quebec H7W3T8",Other,1,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit",Other,H7W3T8,,,,,
-73.57868646,45.38422865,349000,,#ERR,2,3,1,House,"$349,000",Single Family,"87 Rue Laplante|Saint-Constant, Quebec J5A1L4",,,300,Residential,"Highway, Public Transit",,J5A1L4,,,,,
-73.70821,45.548181,349900,,#ERR,2,4,1,House,"$349,900",Single Family,"29 Av. Brien|Laval (Laval-des-Rapides), Quebec H7N3L7",Other,2,300,Residential,"Highway, Park, Schools, Public Transit",Other,H7N3L7,,,,,
-73.48756365,45.41586194,374000,,#ERR,2,3,2,House,"$374,000",Single Family,"568 Ch. de St-Jean|La Prairie, Quebec J5R2L1",Other,2,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5R2L1,,,,,
-73.546565,45.395086,374000,,#ERR,2,4,1,House,"$374,000",Single Family,"505 Rue du Titanic|Sainte-Catherine, Quebec J5C1Z9",Other,4,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5C1Z9,,,,,
-73.777148,45.529592,380000,,#ERR,2,3,1,House,"$380,000",Single Family,"5246 Av. Clarendon|Laval (Chomedey), Quebec H7W4W9",Garage,1,300,Residential,,"Garage, Integrated Garage",H7W4W9,,Integrated Garage,,,
-73.485953,45.539775,388800,,#ERR,2,5,1,House,"$388,800",Single Family,"1122 Boul. Roland-Therrien|Longueuil (Le Vieux-Longueuil), Quebec J4J4L1",Other,3,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,J4J4L1,,,,,
-73.530656,45.398053,397800,,#ERR,2,6,2,House,"$397,800",Single Family,"103 Av. Mermoz|Candiac, Quebec J5R4T1",Other,3,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5R4T1,,,,,
-73.48416231,45.45981605,398000,,#ERR,2,4,2,House,"$398,000",Single Family,"7669 Place Trahan|Brossard, Quebec J4W3E5",Other,2,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Public Transit",Other,J4W3E5,,,,,
-73.554906,45.391556,399000,,#ERR,2,4,1,House,"$399,000",Single Family,"1125 Rue Colomb|Sainte-Catherine, Quebec J5C1S9",Other,4,300,Residential,,Other,J5C1S9,,,,,
-73.579556,45.389378,399000,,#ERR,2,5,1,House,"$399,000",Single Family,"25 Rue Proulx|Saint-Constant, Quebec J5A1N2",Other,6,300,Residential,"Park, Schools, Public Transit",Other,J5A1N2,,,,,
-73.56577744,45.40227322,399000,,#ERR,2,5,1,House,"$399,000",Single Family,"285 Rue de Cartier|Sainte-Catherine, Quebec J0L1E0",Other,4,300,Residential,"Park, Schools, Public Transit",Other,J0L1E0,96.0000,,,,
-73.59305854,45.39118513,399900,,#ERR,2,3,2,House,"$399,900",Single Family,"18 Rue Marsolet|Saint-Constant, Quebec J5A1T4",Other,3,300,Residential,"Highway, Public Transit",Other,J5A1T4,,,,,
-73.4911739,45.39605772,399900,,#ERR,2,3,2,House,"$399,900",Single Family,"1675 Boul. St-José|La Prairie, Quebec J5R6A5",Other,2,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5R6A5,,,,,
-73.774662,45.528105,409000,,#ERR,2,4,2,House,"$409,000",Single Family,"5050 Rue de Chambord|Laval (Chomedey), Quebec H7W4R8",Other,2,300,Residential,"Highway, Park, Schools, Public Transit",Other,H7W4R8,56.4300,,,,
-73.491529,45.441579,409000,,#ERR,2,3,2,House,"$409,000",Single Family,"1621Z Av. Stravinski|Brossard, Quebec J4X2V9",Integrated Garage,2,300,Residential,"Highway, Park, Schools, Public Transit","Integrated Garage, Garage, Other",J4X2V9,,Garage,,Other,
-73.75572375,45.53992718,419000,,#ERR,3,5,1,House,"$419,000",Single Family,"1193 Av. Shorecrest|Laval (Chomedey), Quebec H7W1R4",Garage,2,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit, University","Garage, Other",H7W1R4,,Other,,,
-73.481493,45.512815,419000,,#ERR,2,6,2,House,"$419,000",Single Family,"1115 Boul. Nobert|Longueuil (Le Vieux-Longueuil), Quebec J4K2N8",,,300,Residential,"Highway, CEGEP, Golf Course, Hospital, Park, Schools, Ski hill, Public Transit, University",,J4K2N8,,,,,
-73.80157303,45.50827647,422000,,#ERR,2,4,1,House,"$422,000",Single Family,"63 3e Avenue S.|Montréal (Pierrefonds-Roxboro), Quebec H8Y2L3",,,300,Residential,,,H8Y2L3,,,,,
-73.56471717,45.39149388,424900,,#ERR,2,3,1,House,"$424,900",Single Family,"4685 Rue des Cormorans|Sainte-Catherine, Quebec J5C1R2",Garage,5,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Other",J5C1R2,,Other,,,
-73.742014,45.538017,425000,,#ERR,2,3,1,House,"$425,000",Single Family,"556 80e Avenue|Laval (Chomedey), Quebec H7V3J8",Other,4,300,Residential,"Highway, Hospital, Park, Schools, Public Transit, University",Other,H7V3J8,,,,,
-73.568849,45.39378519,429000,,#ERR,2,4,1,House,"$429,000",Single Family,"4925 Rue des Chênes|Sainte-Catherine, Quebec J5C1L1",Other,3,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5C1L1,,,,,
-73.801161,45.517305,429000,,#ERR,2,5,1,House,"$429,000",Single Family,"480 Rue Gandhi|Laval (Sainte-Dorothée), Quebec H7X2P1",Other,2,300,Residential,"Highway, Park, Public Transit",Other,H7X2P1,,,,,
-73.49020673,45.41942246,429900,,#ERR,2,4,1,House,"$429,900",Single Family,"85 Rue Brosseau|La Prairie, Quebec J5R1N2",,,300,Residential,,,J5R1N2,,,,,
-73.48894,45.519925,439000,,#ERR,2,4,2,House,"$439,000 +  GST +  QST",Single Family,"1862 Rue Marmier|Longueuil (Le Vieux-Longueuil), Quebec J4K4T4",Other,1,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",Other,J4K4T4,681.0000,,,,
-73.508712,45.407403,439000,,#ERR,2,4,2,House,"$439,000",Single Family,"1230 Rue Fournelle|La Prairie, Quebec J5R5E7",Other,2,300,Residential,,Other,J5R5E7,,,,,
-73.70055,45.525109,439000,,#ERR,2,3,2,House,"$439,000",Single Family,"2430 Rue de la Sorbonne|Montréal (Saint-Laurent), Quebec H4L3C1",Other,2,300,Residential,,Other,H4L3C1,,,,,
-73.715338,45.54746019,439900,,#ERR,2,5,1,House,"$439,900",Single Family,"92 Av. Verdi|Laval (Laval-des-Rapides), Quebec H7N3C4",Other,2,300,Residential,"CEGEP, Hospital, Park, Schools, Public Transit",Other,H7N3C4,,,,,
-73.701438,45.552134,449000,,#ERR,2,5,1,House,"$449,000",Single Family,"269 Rue Laurier|Laval (Laval-des-Rapides), Quebec H7N2M7",,,300,Residential,,,H7N2M7,1300.0000,,,,
-73.488558,45.45441253,449000,,#ERR,2,4,2,House,"$449,000",Single Family,"795 Rue Strauss|Brossard, Quebec J4X1N1",Integrated Garage,2,300,Residential,"Highway, CEGEP, Golf Course, Park, Schools, Public Transit","Integrated Garage, Other, Garage",J4X1N1,897.0000,Other,,Garage,
-73.741807,45.540331,449000,,#ERR,2,3,2,House,"$449,000",Single Family,"668 Rue Gabor|Laval (Chomedey), Quebec H7V3T9",Integrated Garage,2,300,Residential,"Highway, Golf Course, Hospital, Park, Schools, Public Transit","Integrated Garage, Garage, Other",H7V3T9,,Garage,,Other,
-73.592144,45.387197,449000,,#ERR,2,3,1,House,"$449,000",Single Family,"53 Rue Mondat|Saint-Constant, Quebec J5A1S7",Other,4,300,Residential,"Highway, Park, Schools, Public Transit",Other,J5A1S7,,,,,
-73.735226,45.541357,449900,,#ERR,2,3,1,House,"$449,900",Single Family,"528 70e Avenue|Laval (Chomedey), Quebec H7V2P9",Other,4,300,Residential,"Highway, CEGEP, Park, Schools, Public Transit",Other,H7V2P9,,,,,
-73.731075,45.543039,449900,,#ERR,2,4,1,House,"$449,900",Single Family,"3161 3e Rue|Laval (Chomedey), Quebec H7V1K5",Garage,2,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Other",H7V1K5,,Other,,,
-73.48796401,45.43373921,458000,,#ERR,2,4,2,House,"$458,000",Single Family,"9480 Rue Renaud|Brossard, Quebec J4X3A1",Integrated Garage,3,300,Residential,"Highway, Park, Public Transit","Integrated Garage, Garage, Other",J4X3A1,,Garage,,Other,
-73.728144,45.545015,469000,,#ERR,2,3,1,House,"$469,000",Single Family,"512 61e Avenue|Laval (Chomedey), Quebec H7V2G1",Other,2,300,Residential,"Highway, CEGEP, Hospital, Park, Schools, Public Transit",Other,H7V2G1,,,,,
-73.482392,45.447199,469000,,#ERR,2,3,4,Apartment,"$469,000",Single Family,"8960 Boul. Rivard|#302|Brossard, Quebec J4X1Y1",Garage,1,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Integrated Garage",J4X1Y1,,Integrated Garage,Condominium/Strata,,
-73.76853919,45.5364424,475000,,#ERR,2,3,1,House,"$475,000",Single Family,"965 Av. Effingham|Laval (Chomedey), Quebec H7W4B8",Garage,4,300,Residential,"Highway, Park, Schools, Public Transit","Garage, Integrated Garage, Other",H7W4B8,,Integrated Garage,,Other,
-73.68533278,45.44234665,475000,,#ERR,2,3,2,House,"$475,000",Single Family,"702 24e Avenue|Montréal (Lachine), Quebec H8S3W3",Other,3,300,Residential,"Highway, Hospital, Park, Schools, Public Transit",Other,H8S3W3,,,,,
